Station_number,Observation_time,Showalter_index,Lifted_index,SWEAT_index,Precipitable_water_mm_for_entire_sounding
42647,900914/1200,5.94,-1.07,,45.78
42647,900915/0000,9.3,2.5,,51.41
42647,900915/1200,8.07,2.43,,52.16
42647,900916/0000,7.37,1.13,,47.11
42647,900916/1200,0.26,-1.65,,62.1
42647,900917/0000,4.68,3.31,,48.93
42647,900917/1200,0.17,0.58,279.79,45.4
42647,900918/0000,5.09,1.96,213.39,35.03
42647,900918/1200,4.71,1.69,243.79,44.99
42647,900920/0000,2.02,3.82,236.39,39.85
42647,900920/1200,0.14,,254.41,17.42
42647,900921/0000,0.03,-1.03,221.39,41.36
42647,900922/0000,-3.41,-6.4,232.18,59.19
42647,900922/1200,-1.35,-1.91,260.81,70.93
42647,900923/0000,-7.15,-3.21,356.81,66.6
42647,900925/0000,-3.99,-3.86,252.01,65.55
42647,900926/0000,0.45,1.62,,76.14
42647,900929/0000,-7.33,-4.08,364.98,61.02
42647,900929/1200,-6.17,-5.66,,63.76
42647,900930/0000,-0.68,1.62,257.4,54.35
42647,900801/0000,-0.19,-1.89,256.99,64.9
42647,900801/1200,9.88,9.15,,77.97
42647,900802/0000,2.08,1.41,299.38,76.03
42647,900802/1200,-0.65,0.15,288.8,85.85
42647,900803/0000,-0.09,-1.13,,69.37
42647,900803/1200,-0.69,-3.97,249.8,62.04
42647,900804/0000,1.23,-0.18,244.79,66.51
42647,900804/1200,0.42,-2.36,,64.31
42647,900805/0000,-1.14,-1.78,266.18,65.25
42647,900805/1200,0.33,-0.94,280.47,72.06
42647,900806/0000,-1.66,-0.59,307.61,74.81
42647,900806/1200,-0.25,-2.8,299.39,55.68
42647,900807/0000,1.95,1.9,272.99,55.19
42647,900807/1200,2.44,-0.58,237.59,61.49
42647,900808/0000,-2.46,1.01,294,71.59
42647,900808/1200,1.63,-1.56,239.59,65.37
42647,900809/0000,-2.6,-2.6,,66.69
42647,900809/1200,-2.34,-5.24,,73.31
42647,900810/0000,-1.67,-1.4,,78.26
42647,900811/0000,,-0.28,,57.63
42647,900811/1200,-1.99,-0.84,,73.19
42647,900812/0000,-0.94,-0.29,,74.1
42647,900812/1200,-0.72,-1.24,277.22,65.23
42647,900813/0000,-1.83,-1.38,,55.89
42647,900813/1200,-0.19,-2.74,281.01,81.46
42647,900814/0000,-2.99,-6.13,,46.46
42647,900814/1200,-1.6,-2.65,258.51,60.69
42647,900815/0000,-2.52,-4.21,,49.82
42647,900815/1200,,-9.44,,55.49
42647,900816/0000,-2.84,-3.57,,69.14
42647,900816/1200,-1.1,-4.53,,69.82
42647,900817/0000,-4.94,-1.29,,82.54
42647,900818/0000,-1.93,-0.01,276.98,85.42
42647,900818/1200,-2.43,-3.1,,73.9
42647,900819/0000,-1.51,-1.68,,86.56
42647,900820/1200,-0.18,-1.32,269.78,75.57
42647,900821/0000,-2.79,1.43,,90.8
42647,900821/1200,-2.69,-1.94,282.98,76.26
42647,900822/0000,0.06,1.37,261.38,75.62
42647,900822/1200,-1.71,-3.31,287.2,73.75
42647,900823/0000,0.91,-3.38,,62.23
42647,900823/1200,-0.99,-3.03,,79.4
42647,900824/1200,5.79,5.32,,55.49
42647,900825/0000,2.23,4.04,,68.21
42647,900825/1200,0.74,-0.43,,74.29
42647,900826/1200,-2.99,-2.78,,81.67
42647,900827/0000,4,2.87,,61.9
42647,900828/0000,4.12,-0.13,,61.61
42647,900828/1200,3.86,0.78,,45.12
42647,900829/0000,0.39,2.25,,64.6
42647,900829/1200,-2.39,-3.02,,75.81
42647,900830/0000,-0.45,-1.18,,72.3
42647,900830/1200,-1.17,-0.29,,75.99
42647,900831/0000,-2.35,-0.85,,78.09
42647,900831/1200,6.9,-3.71,,51.96
42647,900701/0000,2.06,-0.83,,68.25
42647,900701/1200,-0.08,-1.51,271.22,68.22
42647,900702/0000,,-1.2,,58.19
42647,900702/1200,0.41,-1.76,274.21,64.03
42647,900703/0000,-0.46,0.65,,74.98
42647,900703/1200,0.3,-2.72,,72.84
42647,900704/0000,-1,-0.88,,71.82
42647,900704/1200,-0.23,,,25.03
42647,900705/0000,-0.19,-2.85,,54.49
42647,900705/1200,-9.87,-9.58,,96.37
42647,900706/0000,0.56,1.22,,90.63
42647,900706/1200,-2.25,0.53,,93.1
42647,900707/0000,1.77,1.52,277.81,77.8
42647,900708/0000,3.56,0.13,,61.71
42647,900708/1200,-0.75,-2.02,291.93,111.24
42647,900709/0000,1.22,2.15,280.4,68.02
42647,900709/1200,0.34,-2.68,275.4,61.74
42647,900710/0000,-3.1,-3.06,,32.4
42647,900710/1200,10.28,96.66,187,26.46
42647,900711/0000,-0.16,0.03,307.21,67.58
42647,900711/1200,3.83,1.92,275.4,44.65
42647,900712/0000,2.91,-1.69,258.8,56.83
42647,900712/1200,-0.37,-1.28,292.02,58.73
42647,900713/1200,-1.95,-1.23,305.62,28.63
42647,900714/0000,-0.79,-2.97,267.79,56.84
42647,900715/0000,-2,-1.4,,36.71
42647,900715/1200,-1.59,-1.69,292.59,75.66
42647,900716/0000,-0.02,1.68,,90.41
42647,900716/1200,4.2,-2.49,,68.06
42647,900717/0000,3.35,-0.33,240.42,68.95
42647,900717/1200,-2.29,-3.58,,81.59
42647,900718/0000,0.71,1.61,,87.72
42647,900718/1200,0.73,-2.09,255.38,68.95
42647,900719/0000,1.53,-1.55,253.62,63.44
42647,900719/1200,-1.48,-3.41,278.61,63.73
42647,900720/0000,-2.32,-1.73,515,75.91
42647,900721/0000,-2.32,-1.68,515,71.09
42647,900721/1200,-0.56,0.05,293.2,60.27
42647,900722/0000,-2.44,-1.52,300.98,53.59
42647,900723/0000,-2.29,-3.34,265.39,60.98
42647,900724/0000,0.23,-1.31,262.99,64.55
42647,900724/1200,-1.47,-2.7,,63.78
42647,900725/0000,1.23,-0.11,333.02,67.13
42647,900726/0000,0.98,-0.33,,64.2
42647,900727/0000,1.41,2.63,,80.26
42647,900727/1200,-1.21,-1.04,325.2,80.93
42647,900728/0000,2.9,1.07,,57.65
42647,900728/1200,3.14,-5.55,214.4,49.69
42647,900729/0000,-4.36,-2.62,,51.93
42647,900729/1200,,-9.13,,64.75
42647,900731/0000,2.28,-1.72,,43.58
42647,900601/0000,0.17,0.22,,64.19
42647,900601/1200,-3.39,-2.73,288.81,73.95
42647,900602/0000,-0.84,-0.73,265.4,67.36
42647,900602/1200,-2.74,-4.14,262.6,61.56
42647,900603/0000,-2.61,-3.35,276.01,70.1
42647,900604/0000,4.92,0.97,,68.55
42647,900605/0000,13.6,2.65,,27.1
42647,900606/1200,-2.41,-3.16,348.89,46.12
42647,900608/0000,-7.77,-7.19,390.18,49
42647,900609/0000,-2.4,-3.56,266.59,51.03
42647,900609/1200,-3.2,-6.77,247.99,50.11
42647,900610/0000,-1.86,-3.94,235.22,50.2
42647,900610/1200,-2.06,31.61,237.99,50.9
42647,900611/1200,-0.29,-4.08,194.81,32.77
42647,900612/0000,-0.38,-3.67,219.59,46.91
42647,900618/1200,-4.94,-6.09,322.8,48.04
42647,900619/0000,-2.44,-2.16,295.39,58.48
42647,900619/1200,-8.65,-7.47,,53.85
42647,900620/0000,-4.35,-5.38,272.4,46.75
42647,900620/1200,-2.02,-3.23,238,42.07
42647,900621/0000,-3.59,-4.56,256.19,47.14
42647,900621/1200,-1.16,-0.09,241.38,44.44
42647,900622/0000,2.81,-1.05,254.79,45.63
42647,900622/1200,1.31,2.54,273.81,61.53
42647,900623/0000,-2.32,18.35,295,67.56
42647,900623/1200,1.88,-0.87,228.02,47.4
42647,900626/1200,1.5,-0.42,239.81,55.54
42647,900627/1200,-0.12,0.61,302.59,53.78
42647,900628/0000,6.96,-2.63,137.38,41.18
42647,900628/1200,-4.54,-0.1,,93.97
42647,900629/0000,-6.65,-6.71,,75.88
42647,900629/1200,-2.87,-4.15,320.59,84.61
42647,900630/0000,0.53,-1.38,,76
42647,900630/1200,4.57,1.16,227.39,68.6
42647,900501/0000,4.91,-2.5,,39.93
42647,900501/1200,-5.32,-5.8,,45.7
42647,900502/0000,-2.82,-5.3,,48.9
42647,900502/1200,5.5,3.26,142.82,31.86
42647,900503/0000,-3.98,-2.96,282.81,51.02
42647,900503/1200,0.8,0.81,186.8,41.97
42647,900504/0000,5.1,-2.05,,40.22
42647,900504/1200,-1.69,-1.88,221.26,33.08
42647,900505/0000,6.46,-7.97,,44.84
42647,900509/1200,0.85,19.24,,30.39
42647,900510/0000,2.48,-0.72,126.58,40.84
42647,900511/0000,-4.49,-3.16,321.6,62.01
42647,900511/1200,-2.53,-6.09,223.4,52.09
42647,900512/0000,-3.34,-7.52,238.8,68.26
42647,900513/0000,1.24,0.04,,61.18
42647,900514/0000,1.81,7.31,209.19,47.32
42647,900514/1200,0.4,-1.3,256,40.22
42647,900515/0000,2.44,-6.21,161.41,33.52
42647,900515/1200,-4.94,-4.57,333.39,56.69
42647,900516/0000,5.2,-4.44,140.8,41.29
42647,900516/1200,-1.22,-3.28,255.78,47.46
42647,900517/0000,0.35,,209.8,
42647,900517/1200,-5.43,-8.33,,68.35
42647,900518/0000,1.09,-5.31,219.01,48.87
42647,900518/1200,-6.69,-3.52,412,57.42
42647,900519/0000,-7.84,-3.58,399.62,61.16
42647,900520/0000,-4.49,-3.39,298.99,55.54
42647,900520/1200,0.52,-1.57,246.42,48.08
42647,900521/0000,-0.59,2.98,293.79,56.74
42647,900523/0000,-2.3,-1.16,287.13,48.97
42647,900523/1200,-0.62,,262.81,48.08
42647,900524/0000,-0.95,-4.39,246.18,44.67
42647,900524/1200,-5.28,-8.33,315.4,48.21
42647,900530/0000,-0.45,-1.91,262.01,75.6
42647,900531/0000,,-1.55,,21.87
42647,900531/1200,-4.01,-5.51,282.59,52.67
42647,900401/0000,7.5,8.83,106.75,16.37
42647,900401/1200,12.59,7.01,92.81,16.99
42647,900402/1200,11.46,9.11,71,15.62
42647,900403/1200,7.09,6.22,,22.86
42647,900404/0000,9.13,6.85,105.79,20.49
42647,900404/1200,7.17,0.76,124.38,27.06
42647,900405/0000,5.74,4.63,123.01,22.29
42647,900405/1200,6.04,5.31,105.01,22.87
42647,900406/0000,-3.29,-6.02,272.4,39.58
42647,900406/1200,,,,40.24
42647,900407/0000,8.41,-3.44,,34.27
42647,900408/0000,12.84,6.88,62,16.54
42647,900408/1200,7.18,3.69,131.2,21.93
42647,900409/0000,12.19,10.05,87.02,14.23
42647,900409/1200,16.95,4.47,44.99,18.9
42647,900410/1200,7.54,3.37,138.59,21.81
42647,900412/0000,6.63,2.59,65.81,13.64
42647,900412/1200,5.89,3.98,164,29.23
42647,900413/1200,1.77,1.86,198.99,28.39
42647,900414/0000,-0.66,2.47,199.81,30.71
42647,900415/0000,7.42,9.69,126.36,21.29
42647,900415/1200,-2.76,-0.09,270.4,32.75
42647,900416/0000,4.69,6.35,,23.69
42647,900416/1200,-0.76,-3.76,,32.79
42647,900417/0000,-1.38,-1.83,196.79,36.5
42647,900417/1200,4.68,2.22,162.99,22.97
42647,900418/0000,12.37,6.33,28.98,13.88
42647,900418/1200,7.32,6.62,130.19,21.84
42647,900419/0000,9.4,5.16,75.02,13.65
42647,900420/0000,9.3,4.62,,19.46
42647,900420/1200,3.82,3.27,,20.48
42647,900421/0000,12.03,0.33,77.99,24.2
42647,900421/1200,10.17,-1.31,149.69,17.04
42647,900422/0000,5.88,3.11,111.81,16.19
42647,900422/1200,-4.7,-3.15,348.99,35.37
42647,900423/0000,-2.61,-8.79,,29.82
42647,900423/1200,-14.7,-4.3,637.4,50.11
42647,900424/0000,2.27,-0.63,,31.3
42647,900424/1200,,-0.08,,55.87
42647,900425/0000,5.36,-3.97,96.01,30.93
42647,900426/0000,10.55,13.94,95.19,27.91
42647,900426/1200,3.68,4.18,136.59,22.66
42647,900427/0000,5.2,8.23,242.15,36.73
42647,900427/1200,10.71,5.04,48.82,28.11
42647,900428/0000,4.28,-3.01,,32.13
42647,900428/1200,6.65,7.8,127.59,27.02
42647,900429/0000,5.57,6.93,43.61,17.14
42647,900429/1200,0.98,-1.22,136.58,30.01
42647,900430/1200,2.34,-2.27,,25.57
42647,900301/1200,,,,9.76
42647,900302/0000,,,,18.41
42647,900303/0000,22.62,24.7,54.99,8.05
42647,900303/1200,12.83,14.35,56,9.42
42647,900304/1200,7.85,5.58,171.59,27.25
42647,900305/0000,18.29,21.07,82.01,14.76
42647,900306/0000,13.26,12.92,56.99,14.39
42647,900306/1200,,5.75,,12.62
42647,900307/0000,12.35,13.77,13,10.31
42647,900307/1200,9.84,12.34,57.61,14.79
42647,900308/0000,11.39,,160.67,5.62
42647,900308/1200,,7.07,,12.29
42647,900309/0000,10.89,11.61,29.99,10.02
42647,900309/1200,11.56,-8.01,51.98,25.7
42647,900310/0000,13.58,7,39.98,14.58
42647,900310/1200,10.51,8.58,87.98,15.67
42647,900311/0000,3.61,6.25,121.18,20.53
42647,900311/1200,5.96,5.3,143.41,22.66
42647,900312/0000,11.37,10.07,75.6,10.64
42647,900312/1200,8.74,-8.37,108.8,25.29
42647,900313/0000,11.21,10.32,48.84,8.03
42647,900314/1200,11.1,7.94,32.98,13.44
42647,900315/0000,10.41,19.71,25.4,9.28
42647,900315/1200,8.37,9.15,100.81,15.24
42647,900317/0000,28.34,-76.68,770.38,14.89
42647,900317/1200,-7.51,-4.33,402.97,40.27
42647,900318/0000,9.42,10.67,126.8,24.57
42647,900318/1200,0.12,-3.5,198.61,36.11
42647,900319/0000,8.54,6.76,65,16.61
42647,900319/1200,9.96,0.22,82.99,53.91
42647,900320/1200,8.22,2.94,79.4,18.93
42647,900321/0000,,7.5,,28.53
42647,900321/1200,8.46,6.29,131.41,26.54
42647,900323/1200,,,,0
42647,900324/0000,,16.9,,1.43
42647,900324/1200,,,,0
42647,900325/0000,,17.29,,6.79
42647,900325/1200,6.5,2.21,83,22.8
42647,900326/0000,13.43,14.81,63,25.47
42647,900326/1200,8.18,3.6,156.28,29.37
42647,900327/0000,0.85,0.29,227.6,38.35
42647,900327/1200,0.19,-5.5,236.59,38.93
42647,900328/0000,2.09,-3.17,178.98,23.9
42647,900328/1200,10.19,1.6,118.88,15.45
42647,900329/0000,6.15,0.91,128.18,21.93
42647,900330/0000,3.38,5.37,256.22,17.44
42647,900330/1200,8.54,1.99,78.1,15.38
42647,900331/0000,7.11,9.53,81.99,16.31
42647,900201/0000,15.85,14.44,63.99,8.08
42647,900203/1200,,,,0
42647,900205/0000,6.79,11.45,54.6,16.48
42647,900205/1200,1.56,6.2,101,16.5
42647,900206/1200,13.39,5.8,27,25.17
42647,900207/0000,5.16,6.55,41.01,16.38
42647,900207/1200,6.12,3.03,44,19.91
42647,900208/0000,,10.34,,2.07
42647,900209/0000,1.57,2.78,,31.22
42647,900209/1200,12.15,8.48,,17.06
42647,900210/0000,4.59,3.45,46.6,22.21
42647,900210/1200,1.1,0.8,139.41,26.95
42647,900211/0000,-2.02,6.06,228.63,21.3
42647,900211/1200,12.02,2.84,15,25.77
42647,900212/0000,7.27,7.96,69.8,17.74
42647,900213/0000,9.97,8.73,95.01,23.93
42647,900213/1200,-3.06,-0.52,315.6,48.25
42647,900214/0000,5.65,10.45,189.21,26.16
42647,900214/1200,1.92,3.83,180.59,15.52
42647,900215/0000,3.96,8.28,158.62,16.53
42647,900215/1200,10.37,7.68,,21.54
42647,900216/0000,7.2,8.07,81.39,14.22
42647,900217/0000,8.2,8.06,161.75,20.35
42647,900217/1200,-4.37,-5.25,,33.39
42647,900218/0000,,6.01,,13.1
42647,900218/1200,7.14,8.9,130.39,14.64
42647,900219/0000,12.09,9.01,73.02,10.47
42647,900219/1200,11.38,10.66,55.01,9.35
42647,900220/0000,-0.78,1.39,197.39,15.22
42647,900220/1200,3.44,2.62,111.21,19.81
42647,900221/0000,10.45,16.18,80.4,15.69
42647,900222/0000,15.03,9.91,70.01,12.08
42647,900222/1200,7.22,11.07,,20.48
42647,900223/1200,2.27,4.52,220.79,26.76
42647,900224/0000,9.19,5.32,168.4,15.33
42647,900225/1200,7.22,7.53,,27.08
42647,900226/0000,,4.81,,10.38
42647,900228/0000,,8.24,,21.92
42647,900101/0000,7.5,7.67,,21
42647,900103/0000,,10.87,,5.88
42647,900105/0000,10.45,13.87,,10.2
42647,900107/0000,,9.05,,13.14
42647,900108/0000,11.18,10.92,,14.93
42647,900109/0000,9.97,9.97,,20.2
42647,900110/0000,12.36,15.2,,9.19
42647,900111/0000,,14.47,,0.58
42647,900112/0000,,15.44,,0.67
42647,900114/0000,10.67,13.45,60,11.03
42647,900115/0000,10.49,13.04,42.02,12.94
42647,900116/0000,-48.7,-44.86,2051.98,6.3
42647,900117/0000,,19.42,,2.11
42647,900118/0000,18.04,20.21,,5.7
42647,900119/0000,,13.92,,7.66
42647,900120/0000,,15.33,,5.78
42647,900121/0000,15.24,12.81,65.74,8.17
42647,900122/0000,,13.76,,5.06
42647,900123/0000,14.47,15.55,22.01,8.38
42647,900124/0000,,12.02,,1.42
42647,900125/0000,,12.26,,5.93
42647,900126/0000,9.5,10.84,,13.19
42647,900127/0000,,10.96,,8.62
42647,900128/0000,,10.38,,9.64
42647,900130/0000,,14.98,,6.5
42647,900131/0000,,9.38,,3.35
42647,891201/0000,1.21,7.42,,29.7
42647,891202/0000,10.38,12.06,,15.78
42647,891203/0000,10.61,11.7,,7.82
42647,891204/0000,7.79,8.22,59.98,10.71
42647,891205/0000,15.81,17.38,21.99,10.26
42647,891206/0000,14.37,21.42,39.61,9.3
42647,891208/0000,12.12,19.31,,10.39
42647,891209/0000,-5.08,14.74,,13.99
42647,891210/0000,10.51,12.09,,10.5
42647,891211/0000,12.84,15.14,,9.93
42647,891212/0000,14.93,14.3,72.98,10.33
42647,891213/0000,7.82,9.44,,12.19
42647,891214/0000,5.82,7.84,,21.95
42647,891215/0000,13.71,12.82,,10.03
42647,891216/0000,11.72,12.44,,14.77
42647,891217/0000,8.08,14.85,,15.48
42647,891218/0000,11.71,16.08,,14.64
42647,891219/0000,10.2,13.13,,18.24
42647,891220/0000,-33.1,-28.5,,17.03
42647,891221/0000,13.74,13.35,,10.44
42647,891221/0600,,12.95,,14.17
42647,891222/0000,11.14,13.37,,27.1
42647,891225/0000,8.06,8.04,,14.48
42647,891226/0000,15.44,16.47,,11.86
42647,891227/0000,12.88,17.52,,9.03
42647,891229/0000,6.68,12.32,,14.26
42647,891230/0000,3.24,31.09,,16.21
42647,891231/0000,11.06,12.53,,20.67
42647,891101/1200,11.47,8.59,47.4,15.99
42647,891102/1200,12.79,9.41,26.01,14.87
42647,891103/0000,1.1,10.67,,16.42
42647,891104/1200,0.53,4.1,208.99,30.48
42647,891104/1800,,,,0
42647,891105/1200,2.66,0,,21.28
42647,891107/0000,12.82,12.4,50,14.13
42647,891107/1200,11.14,6.98,108.4,21.59
42647,891108/0000,1.66,8.37,136.98,24.58
42647,891108/1200,19.61,10.22,17.99,14.41
42647,891109/0000,12.06,16.61,40.39,13.3
42647,891109/0600,,9.42,,0.57
42647,891109/1200,9.63,6.43,34.18,11.45
42647,891110/0000,,11.71,,11.57
42647,891111/0000,3.5,11.44,133.61,33.61
42647,891111/1200,15.48,6.38,,31.23
42647,891112/0000,-4.46,2.78,294.01,33.19
42647,891112/1200,4.26,2,,32.09
42647,891113/1200,5.06,5.51,,26.65
42647,891114/0000,8.59,11.11,79.18,22.51
42647,891114/1200,12.02,5.09,35.4,22.85
42647,891115/0000,,15.26,,3.85
42647,891115/1200,6.12,7.88,139.59,24.13
42647,891116/0000,,14.83,,3.68
42647,891116/1200,8.28,11.77,,16.05
42647,891117/1200,9.46,11.27,,10.6
42647,891118/0000,14.26,11.56,54,11.33
42647,891119/0000,,9.44,,3.73
42647,891119/1200,6.14,2.11,,20.77
42647,891120/0000,8.24,4.64,,13.21
42647,891120/1200,13.14,4.66,,13.64
42647,891122/1200,7.32,5.12,,26.42
42647,891123/1200,8.94,-0.29,57.98,24.36
42647,891124/0000,8.55,6.26,51.98,20.16
42647,891126/0000,,9.6,,6.03
42647,891126/1200,6.76,0.81,,21.73
42647,891127/0000,,2.73,,20.47
42647,891127/1200,,4.49,,2.73
42647,891128/0000,3.58,2.3,111.4,17.44
42647,891128/1200,41.76,8.81,27.99,7.08
42647,891129/0000,5.1,16.32,,22.16
42647,891130/0000,9.87,11.88,,13.58
42647,891130/1200,11.07,4.8,,16.9
42647,891001/0000,16.72,0.39,,37.1
42647,891001/1200,3.52,-0.6,186.41,51.17
42647,891002/0000,7.46,-3.6,106.62,45.1
42647,891002/1200,11.16,1.65,,35.81
42647,891003/0000,10.51,-1.58,56.98,28.64
42647,891003/1200,5.94,-1.15,98.01,27.09
42647,891004/1200,5.82,2.18,112.41,26.38
42647,891005/0000,11.4,3.82,55.61,25.74
42647,891006/0000,10.14,3.39,11.99,20.95
42647,891006/1200,11.84,3.35,17.99,22
42647,891007/0000,0.17,3.87,153.59,29.77
42647,891007/1200,9.57,3.67,,20.99
42647,891008/0000,11.24,7.76,30.98,22.51
42647,891008/1200,11.15,5.84,,27.13
42647,891009/0000,18.32,8.85,32.01,16.42
42647,891009/1200,,1.53,,12.44
42647,891010/0000,1.91,6.47,178.39,32.22
42647,891010/1200,4.22,-3.37,121.99,18.44
42647,891011/0000,,1.11,,15.11
42647,891011/1200,-1.48,-11.98,,50.72
42647,891012/0000,6.74,-2.69,125.59,32.13
42647,891012/1200,5.74,2.76,170.99,29.5
42647,891013/0000,5.92,4.68,223.79,39.86
42647,891013/1200,3.47,-1.15,162.58,26.17
42647,891014/0000,10.17,5.13,81.8,27.2
42647,891014/1200,,0.98,,29.26
42647,891015/0000,12.61,7.68,54.81,24.22
42647,891016/0000,11.41,11.95,33.4,15.43
42647,891017/1200,10.75,10.1,102.81,19.89
42647,891018/0000,,13.91,,4.24
42647,891018/1200,5.94,5.88,145.61,14.61
42647,891019/0000,13.05,13.21,84.4,17.81
42647,891019/1200,13.99,7.5,44.82,15.31
42647,891020/0000,,8.55,,18.18
42647,891020/1200,9.77,7.33,114.01,23.19
42647,891021/0000,9.23,11.35,102.6,22.58
42647,891021/1200,10.18,7.56,98.18,21.02
42647,891023/1200,9.2,10.57,119.99,18.53
42647,891024/0000,7.11,7.16,72.01,17.14
42647,891024/1200,14.37,10.23,45.78,18.26
42647,891025/0000,11.54,13.27,64.58,12.94
42647,891026/0000,10.56,10.28,28.01,11.43
42647,891026/1200,45.62,-1.52,27,21.26
42647,891027/0000,14.76,14.65,45.01,8.1
42647,891029/1200,,5.5,,3.65
42647,891030/0000,12.43,10.83,33.97,14.75
42647,891030/1200,9.06,5.44,92.98,23.72
42647,891031/1200,12.54,5.64,27,17.18
42647,890901/0000,0.8,-2.89,198.58,56.19
42647,890901/1200,0.34,-1.9,221.47,72.31
42647,890902/0000,3.67,0.75,204.4,60.67
42647,890902/1200,4.2,-2.63,164.79,45.46
42647,890903/0000,3.78,0.75,181.19,53.94
42647,890903/1200,2.44,-2.79,198.41,47.68
42647,890904/0000,4.21,0.93,196.81,45.04
42647,890904/1200,5.77,4.64,222.4,41.59
42647,890905/0000,9.15,3.06,183.22,32.8
42647,890905/1200,9.77,5.32,164.21,15.61
42647,890906/1200,4.04,3.72,252.8,39.81
42647,890907/0000,-0.84,3.18,275.38,46.29
42647,890907/1200,-12.34,-9.05,576.82,49.57
42647,890908/0000,4.24,3.54,204.01,29.58
42647,890908/1200,3.11,-0.96,208.39,24.29
42647,890909/0000,,2.1,,39.37
42647,890910/1200,-2.26,-2.35,252.01,48.57
42647,890911/0000,1.03,3.73,,57.91
42647,890911/1200,-1.25,-1.24,291.62,52.49
42647,890912/0000,6.03,4.42,177,35.24
42647,890913/0000,3.07,5.72,228.6,43.81
42647,890913/1200,-0.3,-3.68,231.4,53.03
42647,890914/0000,-0.88,1.25,229.79,51.79
42647,890914/1200,3.82,-2.14,182.39,39.24
42647,890915/0000,1.25,-4.04,210.18,48.29
42647,890916/0000,4.23,-1.76,,34.9
42647,890916/1200,5.57,-1.76,117.19,26.28
42647,890917/0000,3.63,23.42,202.75,27.58
42647,890917/1200,7.07,5.48,181.19,24.96
42647,890918/0000,-1.72,3.08,281.61,52.74
42647,890918/1200,8.07,7.77,,61.98
42647,890919/0000,2.49,-0.16,,48.5
42647,890919/1200,,,,0
42647,890920/0000,4.09,-0.8,206.2,61.9
42647,890921/0000,,1.86,,62.1
42647,890921/1200,-8.09,-7.87,396.8,61.82
42647,890922/0000,3.53,-4,,37.15
42647,890922/1200,-0.23,-2.16,236.35,57.17
42647,890923/0000,1.38,-3.75,,54.68
42647,890924/1200,-3.29,-3.77,,57.23
42647,890925/0000,-7.19,52.43,351.59,57.94
42647,890925/1200,-10.22,-7.65,499.78,66.38
42647,890926/0000,-5.17,-2.84,,61.99
42647,890926/1200,,-5.74,,75.79
42647,890927/0000,4.11,-3.34,,39.57
42647,890927/1200,0.13,-1.02,261.99,67.5
42647,890928/0000,-0.94,-0.44,225.59,52.45
42647,890928/1200,-2.72,-1.53,278.98,75.71
42647,890929/0000,7.1,-1.74,137.78,31.04
42647,890929/1200,11.39,5.24,63.61,30.34
42647,890930/0000,10.19,-5.72,99.4,38.33
42647,890801/1200,-2.46,-3.83,389.41,52.47
42647,890802/0000,-2.16,-2.51,279.4,54.67
42647,890802/1200,0.73,-1.59,262.99,59.24
42647,890803/0000,3.05,1.41,,44.77
42647,890803/1200,-7.98,-2.94,403.41,73.99
42647,890804/0000,1.81,-3.26,207.6,41.93
42647,890804/1200,-0.63,-1.33,279.6,42.17
42647,890805/0000,-0.39,-2.65,213.21,41.79
42647,890806/0000,,-4.23,,39.76
42647,890807/0000,-9.48,-8.5,480.01,60.64
42647,890807/1200,-3.12,-2.05,311.2,72.79
42647,890808/0000,3.37,-3.87,,47.71
42647,890808/1200,-0.14,-2.92,254.41,73.62
42647,890809/0000,1.7,-3.32,194.2,57.37
42647,890809/1200,2.07,-1.48,221.61,68.31
42647,890810/0000,1.79,0.64,,76.07
42647,890810/1200,2.13,-1.02,224.09,75.88
42647,890811/0000,3.01,1.6,224.81,72.12
42647,890811/1200,4.07,1.45,211.79,69.85
42647,890812/1200,-1.98,-2.31,247.78,63.56
42647,890813/0000,-2.34,-1.1,257.19,69.58
42647,890813/1200,-0.11,-3.59,211.99,57.61
42647,890814/0000,-11.76,-15.4,587.4,59.09
42647,890814/1200,-1.02,-1.56,276,67.2
42647,890815/0000,0.19,-1.86,238.98,70.46
42647,890815/1200,,-1.11,,37.17
42647,890816/0000,-3.85,-3.13,291.79,74.89
42647,890816/1200,,-4.12,,64.59
42647,890817/0000,2.42,0.26,244.6,78.09
42647,890817/1200,1.59,0.64,254.81,84.81
42647,890818/0000,-3.02,-1.16,,74.48
42647,890818/1200,0.77,-3.36,228.58,64.42
42647,890819/0000,-3.28,-1.33,311,89.61
42647,890819/1200,0.23,0.83,,82.75
42647,890820/0000,-1.43,3.04,,96.4
42647,890820/1200,-0.91,-3.58,,71.24
42647,890821/0000,2.05,2.42,273.99,77.23
42647,890823/0000,-2.15,-2.58,268.19,67.65
42647,890823/1200,-6.37,-3.31,316.39,85.48
42647,890824/0000,-1.2,-1,270.41,77.84
42647,890824/1200,0.7,1.39,267.78,78.24
42647,890825/0000,-1.23,-0.64,270.58,77.99
42647,890825/1200,-3.81,-0.14,331.79,102.51
42647,890826/0000,-5.31,-0.12,,88.72
42647,890826/1200,1.18,0.6,266.41,78.52
42647,890827/0000,-1.25,-1.23,266.2,71.39
42647,890827/1200,0.08,-0.65,286.99,77.15
42647,890828/1200,0.79,-6.19,,59.63
42647,890829/0000,-1.86,-1.92,,49.24
42647,890829/1200,3.8,-0.36,225.38,42.44
42647,890830/1200,8.84,-2.4,117.4,25.79
42647,890701/0000,-2.39,-2.94,,85.38
